"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s0278-1204201735","Volume 35 - Reconstructing Social Theory, History and Practice","978-1-78635-470-9","978-1-78635-469-3","Harry F. Dahms, Lybeck Eric R.","2016","","Part I: Projects of Reconstruction in History: Neo-Platonism, Hegel, Honneth, and Derrida;Part II: Projects of Reconstruction in Social Theory: Self, Suffering, and Religion in Modernity;Part III: Reconstruction and Political Practice;Part IV: Review Essay","Current Perspectives in Social Theory","0278-1204","Dr Harry Dahms","Sociology","1471-7794","Sociology"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/doi/book/10.1108/9781787145634","Production, Safety and Teamwork in a Deep-Level Mining Workplace: Perspectives from the Rock-Face","978-1-78714-564-1","978-1-78714-563-4","Donnalyn Pompper","2017","The book highlights the day-to-day lived experience of miners’ work and organisational practices that shape the day-to-day running of the production process in a deep-level mining workplace.","","International Perspectives on Equality, Diversity and Inclusion","2051-2333","S.R.Thye and Edward Lawler","HR, Learning & Organization Studies","0048-3486","HR, Learning & Organization Studies"
"Sociology","https://www.emeraldinsight.com/loi/wwop","Working with Older People","978-0-7623-1202-3","978-1-84950-341-9","Vicki Smith","2005","","Part I: Worker Participation in Contemporary Corporate Workplaces;Part II: Recent Trends in Cooperatives;Part III: Mediating Worker Participation: The Labor Movement and the State","Research in the Sociology of Work","0277-2833","Sampson Lee Blair","Health & Social Care","1366-3666","Health & Social Care"
"Education","https://www.emeraldinsight.com/doi/book/10.1108/s1479-3687201522b","Volume 22B - International Teacher Education: Promising Pedagogies (Part B)","978-1-78441-670-6","978-1-78441-669-0","Lily Orland-Barak, Cheryl J. Craig","2015","","Part I: Pedagogies of Teacher Leadership;Part II: Pedagogies of Working with Diversity;Part III: Pedagogies of Working with Families;Part IV: Pedagogies of Teacher Education for Social Justice;Part V: Pedagogies of Working with Technology","Advances in Research on Teaching","1479-3687","Dr Stefinee Pinnegar","Education","1467-6370","Education"
"Health & Social Care","https://www.emeraldinsight.com/doi/book/10.1016/s1479-3555%282004%294","Volume 4 - Exploring Interpersonal Dynamics","978-0-7623-1153-8","978-1-84950-306-8","Pamela L. Perrewe, Daniel C. Ganster","2004","","","Research in Occupational Stress and Well-being","1479-3555","Professor Pamela Perrewé, Dr Jonathon Halbesleben and Dr Chris Rose","Health & Social Care","1757-0980","Health & Social Care"
"Transport","https://www.emeraldinsight.com/doi/book/10.1108/9780080470290","Urban Transport and the Environment: An International Perspective","978-0-08-044512-0","978-0-08-047029-0","Peter Stopher, Cheryl Stecher","2004","The damaging environmental impact of urban transport, as recognised by the Kyoto Protocol to the UN Framework Convention on Climate Change, is a worsening global problem that needs to be tackled with local solutions. At the same time, urban transport has been causing serious local environmental problems, particularly in developing countries. This book was commissioned with the aim of helping to develop solutions by sharing experience from around the world.","","Transport and Sustainability","2044-9941","Stephen Ison, Maria Attard and Jon Shaw","Transport,","1750-6220","Transport,"
"Marketing","https://www.emeraldinsight.com/doi/book/10.1108/9781785603129","Advertising in New Formats and Media: Current Research and Implications for Marketers","978-1-78560-313-6","978-1-78560-312-9","Patrick De Pelsmacker","2016","The advertising universe is changing rapidly. Communication technologies have given advertisers new platforms to communicate and promote their messages. This book provides conceptual overviews, literature reviews, research work, and developing viewpoints on the key issues, providing a valuable overview of insights into modern advertising practice.","Part I The Changing Advertising Universe;Part II Advertising in a Digital Connected World;Part III Hidden but Paid for: Branded Content","Advances in Public Relations and Communication Management","2398-3914","Professor Shaoming Zou","Marketing","","Marketing"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1016/s0198-8719%282002%2915","Volume 15 - Political Power and Social Theory","978-0-7623-0883-5","978-1-84950-154-5","Diane E. Davis","2002","","Part I. Forms of State Embeddedness;Part II. The Political Cultures of Power;Part III. Scholarly Controversy: Race and Class in American History","Political Power and Social Theory","0198-8719","Professor Julian Go","Sociology,","2050-8824","Sociology,"
"Education","https://www.emeraldinsight.com/doi/book/10.1108/s1479-3636201710","Volume 10 - Working with Families for Inclusive Education: Navigating Identity, Opportunity and Belonging","978-1-78714-261-9","978-1-78714-260-2","Kate Scorgie, Dick Sobsey","2017","","Section I Personal and Family Perspectives on Inclusion: Navigating Identity, Opportunity, and Belonging;Section II Fostering Collaborative Partnerships for Inclusion: Frameworks and Strategies;Conclusion","International Perspectives on Inclusive Education","1479-3636","Chris Forlin","Education","1359-5474","Education"
"Business, Management & Strategy","https://www.emeraldinsight.com/doi/book/10.1108/s1745-8862%282011%296","Volume 6 - Entrepreneurship in the Global Firm","978-1-78052-114-5","978-1-78052-115-2","Alain Verbeke, Ana Teresa Tavares-Lehmann, Rob Van Tulder","2011","","Part I: Entrepreneurship in the Small, Internationalizing Firm;Part II: Entrepreneurship in the Large Multinational Enterprise;Part III: Effects of Innovation and Knowledge Diffusion Processes in Multinational Enterprises","Progress in International Business Research","1745-8862","Professor Rob van Tulder and Professor Alain Verbeke","Business, Management & Strategy","2059-5794","Business, Management & Strategy"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/loi/tlo","The Learning Organization","978-1-78743-201-7","978-1-78743-200-0","Israel Katz, Galit Eilam-Shamir, Ronit Kark, Yair Berson","2018","","Part I. Leader-Centric Approaches;Part II. The Leader-Follower Relationship;Part III. The Context of Leadership;Part IV. Epilogue","Monographs in Leadership and Management","1479-3571","Yair Berson","HR, Learning & Organization Studies","0969-6474","HR, Learning & Organization Studies"
"Operations, Logistics & Quality","https://www.emeraldinsight.com/doi/book/10.1108/s0733-558x201647","Volume 47 - The Structuring of Work in Organizations","978-1-78635-436-5","978-1-78635-435-8","Lisa E. Cohen, M. Diane Burton, Michael Lounsbury","2016","","Part I: Tasks and Jobs as Building Blocks;Part II: Occupational and Professional Boundaries;Part III: Structure as Constraint;Part IV: Changing and Perpetuating Structures","Research in the Sociology of Organizations","0733-558X","Professor Michael Lounsbury","HR, Learning & Organization Studies,","1753-8297","HR, Learning & Organization Studies,"
"Engineering","https://www.emeraldinsight.com/loi/aeat","Aircraft Engineering and Aerospace Technology","","978-1-78756-793-1","","2018","","","Emerald Reach Proceedings Series","2516-2853","","Engineering","0002-2667","Engineering"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s0895-9935201724","Volume 24 - On the Cross Road of Polity, Political Elites and Mobilization","978-1-78635-480-8","978-1-78635-479-2","Barbara Wejnert, Paolo Parigi","2016","","Part I National Identity, Ethnicity, and Public Policy;Part II Political Elites and Political Contention","Research in Political Sociology","0895-9935","Professor Manas Chatterji","Sociology,","2050-8824","Sociology,"
"Public Policy & Environmental Management","https://www.emeraldinsight.com/doi/book/10.1108/s0161-7230201631","Volume 31 - Risking Capitalism","978-1-78635-236-1","978-1-78635-235-4","Susanne Soederberg","2016","","Section I: Risking Housing;Section II: Risking Poverty;Section III: Risking Climate","Research in Political Economy","0161-7230","Professor Paul Zarembka","Public Policy & Environmental Management","2517-679X","Public Policy & Environmental Management"
"Marketing","https://www.emeraldinsight.com/doi/book/10.1108/s1069-0964%282012%2918","Volume 18 - Business-to-Business Marketing Management: Strategies, Cases, and Solutions","978-1-78052-576-1","978-1-78052-577-8","Mark S. Glynn, Arch G. Woodside","2012","","","Advances in Business Marketing and Purchasing","1069-0964","Professor Arch Woodside","Marketing","1355-5855","Marketing"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1016/s1041-7060%282005%2911","Volume 11 - Corporate Governance: Does Any Size Fit?","978-0-7623-1205-4","978-1-84950-342-6","Cheryl R. Lehman, Tony Tinker, Barbara Merino, Marilyn Neimark","2005","","Part I: Problematising Governance;Part II: Governance Issues;Part III: The Next Step","Advances in Public Interest Accounting","1041-7060","Professor Cheryl Lehman","Accounting, Finance & Economics","2044-1398","Accounting, Finance & Economics"
"Tourism & Hospitality","https://www.emeraldinsight.com/doi/book/10.1108/s2042-144320177","Volume 7 - The World Meets Asian Tourists","978-1-78560-219-1","978-1-78560-218-4","Philip L. Pearce, Mao-Ying Wu","2016","","","Bridging Tourism Theory and Practice","2042-1443","Jafar Jafari and Liping A. Cai","Tourism & Hospitality","0251-3102","Tourism & Hospitality"
"Public Policy & Environmental Management","https://www.emeraldinsight.com/doi/book/10.1108/s0161-7230%282013%2928","Volume 28 - Contradictions: Finance, Greed, and Labor Unequally Paid","978-1-78190-670-5","978-1-78190-671-2","Paul Zarembka","2013","","","Research in Political Economy","0161-7230","Professor Paul Zarembka","Public Policy & Environmental Management","0007-070X","Public Policy & Environmental Management"
"Engineering","https://www.emeraldinsight.com/loi/acmm","Anti-Corrosion Methods and Materials","","978-1-78756-793-1","","2018","","","Emerald Reach Proceedings Series","2516-2853","","Engineering","0003-5599","Engineering"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1016/s0733-558x%282004%2922","Volume 22 - Legitimacy Processes in Organizations","978-0-7623-1008-1","978-1-84950-204-7","Cathryn Johnson","2004","","","Research in the Sociology of Organizations","0733-558X","Professor Michael Lounsbury","HR, Learning & Organization Studies,","2050-8824","HR, Learning & Organization Studies,"
"Library Studies","https://www.emeraldinsight.com/doi/book/10.1108/s0732-0671%282009%2928","Volume 28 - Advances in Library Administration and Organization","978-1-84950-579-6","978-1-84950-580-2","Delmus E. Williams, James M. Nyce, Janine Golden","2009","","","Advances in Library Administration and Organization","0732-0671","Samantha Schmehl Hines","Library Studies","","Library Studies"
"Education","https://www.emeraldinsight.com/doi/book/10.1108/s0270-4013%282010%2919","Volume 19 - Current Issues and Trends in Special Education: Identification, Assessment and Instruction","978-1-84855-668-3","978-1-84855-669-0","Festus E. Obiakor, Jeffrey P. Bakken, Anthony F. Rotatori","2010","","Part I: Identification of Students;Part II: Under-Identification and Over-Identification in Special Education;Part III: Assessment and Accountability In Education;Part IV: Labeling and Categorization;Part V: Placement and Inclusion of Students;Part VI: Instructional Methods for Students with Disabilities;Part VII: Intervention Methods","Advances in Special Education","0270-4013","Dr. Festus E. Obiakor and Dr. Jeffrey P. Bakken","Education","1065-0741","Education"
"Marketing","https://www.emeraldinsight.com/series/rcb","","978-0-7623-1286-3","978-1-84950-397-6","Carl Arthur Solberg","2006","","","Research in Consumer Behavior","0885-2111","Professor Russell W. Belk","Marketing","1352-2752","Marketing"
"Health & Social Care","https://www.emeraldinsight.com/loi/ijmhsc","International Journal of Migration, Health and Social Care","978-0-7623-1228-3","978-1-84950-357-0","Grant T. Savage, Jon A. Chilingerian, Michael Powell, Qian Xiao","2005","","Introduction;Patients and Providers;Policy;Performance","Advances in Health Care Management","1474-8231","Dr. Leonard H. Friedman, Dr. Jim Goes, Professor Grant T. Savage","Health & Social Care","1747-9894","Health & Social Care"
"Information & Knowledge Management","https://www.emeraldinsight.com/doi/book/10.1108/s0065-2830%281996%2920","Volume 20 - Advances in Librarianship","978-0-12-024620-5","978-1-84950-879-7","Irene P. Godden","1996","","","Advances in Librarianship","0065-2830","Paul T. Jaeger","Library Studies,","","Library Studies,"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/series/rean","","978-0-85724-451-2","978-0-85724-452-9","Mathew Tsamenyi, Shahzad Uddin","2010","","","Research in Economic Anthropology","0190-1281","Dr. Donald Wood","Sociology","","Sociology"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s0733-558x201544","Volume 44 - Institutions and Ideals: Philip Selznick’s Legacy for Organizational Studies","978-1-78441-726-0","978-1-78441-725-3","Matthew S. Kraatz","2015","","","Research in the Sociology of Organizations","0733-558X","Professor Michael Lounsbury","HR, Learning & Organization Studies,","1460-8790","HR, Learning & Organization Studies,"
"Library Studies","https://www.emeraldinsight.com/loi/pmm","Performance Measurement and Metrics","978-1-78714-532-0","978-1-78714-531-3","Jack Andersen, Laura Skouvig","2017","","","Studies in Information","2055-5377","Professor Jens-Erik Mai","Library Studies","1467-8047","Library Studies"
"Operations, Logistics & Quality","https://www.emeraldinsight.com/loi/ijopm","International Journal of Operations & Production Management","978-1-78743-082-2","978-1-78743-081-5","Huub Ruël","2017","","Part I Conceptualizing Business Diplomacy;Part II Topical Business Diplomacy;Part III Business Diplomacy","Advanced Series in Management","1877-6361","Professor Miguel R. Olivas-Lujan and Professor Tanya Bondarouk","Operations, Logistics & Quality","0144-3577","Operations, Logistics & Quality"
"Marketing","https://www.emeraldinsight.com/doi/book/10.1108/s1474-7979201525","Volume 25 - Entrepreneurship in International Marketing","978-1-78441-448-1","978-1-78441-447-4","Shaoming Zou, Hui Xu, Linda Hui Shi","2015","","Part I: Entrepreneurship in International Marketing;Part II: Miscellaneous International Marketing Issues","Advances in International Marketing","1474-7979","Professor Shaoming Zou","Marketing","1750-5933","Marketing"
"Information & Knowledge Management","https://www.emeraldinsight.com/doi/book/10.1108/s0065-2830201540","Volume 40 - Accessibility for Persons with Disabilities and the Inclusive Future of Libraries","978-1-78560-653-3","978-1-78560-652-6","Brian Wentz, Paul T. Jaeger, John Carlo Bertot","2015","","Libraries and Patrons with Disabilities;Libraries and Digital Resource Accessibility;Digital Library Accessibility—Laws, Policies, and Compliance","Advances in Librarianship","0065-2830","Paul T. Jaeger","Library Studies,","","Library Studies,"
"Information & Knowledge Management","https://www.emeraldinsight.com/doi/book/10.1108/s1876-0562%282002%2902","Volume 02 - Understanding Reference Transactions: Transforming an Art into a Science","978-0-12-587780-0","978-1-84950-797-4","Matthew L. Saxton, John V. Richardson","2002","","","Library and Information Science","1876-0562","Professor Jens-Erik Mai","Library Studies,","0956-5698","Library Studies,"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/9781787147577","From Humility to Hubris among Scholars and Politicians: Exploring Expressions of Self-Esteem and Achievement","978-1-78714-758-4","978-1-78714-757-7","Bettina Lange, Dania Thomas, Austin Sarat","2017","Achievement meritorious enough to generate discussion covers considerable territory. This book concentrates on one part of it: that inhabited by scholars and politicians. In their world self-esteem flowing from achievement is founded on expertise related to ideas, their generation, and their implementation.","","Studies in Law, Politics and Society","1059-4337","Professor Austin Sarat","Sociology","1757-0980","Sociology"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s1059-4337%282012%2957","Volume 57 - Studies in Law, Politics, and Society","978-1-78052-622-5","978-1-78052-623-2","Austin Sarat","2012","","","Studies in Law, Politics and Society","1059-4337","Professor Austin Sarat","Sociology","1871-2673","Sociology"
"Marketing","https://www.emeraldinsight.com/loi/yc","Young Consumers","978-1-78052-996-7","978-1-78052-997-4","Gerald E. Smith","2012","","Section 1: Dan Nimer;Section 2: Pricing, Strategy, and Competitive Advantage;Section 3: The Defining Role of Value in Pricing;Section 4: Pricing Capability and Pricing Innovation","Advances in Business Marketing and Purchasing","1069-0964","Professor Arch Woodside","Marketing","1747-3616","Marketing"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/loi/sampj","Sustainability Accounting, Management and Policy Journal","978-1-78754-889-3","978-1-78754-888-6","Ataur Belal, Stuart Cooper","2018","","Special Section Csear France 2015","Advances in Environmental Accounting & Management","1479-3598","Professor Bikki Jaggi, Martin Freedman","Accounting, Finance & Economics","2040-8021","Accounting, Finance & Economics"
"Education","https://www.emeraldinsight.com/series/cthe","","978-0-7623-1130-9","978-1-84950-287-0","Sandra Burkhardt, Festus Obiakor, Anthony F. Rotatori","2005","","","Cutting-edge Technologies in Higher Education","2044-9968","Charles Wankel","Education","1065-0741","Education"
"Education","https://www.emeraldinsight.com/doi/book/10.1108/s1479-363620168","Volume 8 - Implementing Inclusive Education: Issues in Bridging the Policy-Practice Gap","978-1-78635-388-7","978-1-78635-387-0","Amanda Watkins, Cor Meijer","2016","","Section I: Key Policy Areas for Inclusive Education;Section II: Support and Provision;Section III: Monitoring the Implementation of Inclusive Education","International Perspectives on Inclusive Education","1479-3636","Chris Forlin","Education","0819-8691","Education"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/doi/book/10.1108/s0733-558x201754a","Volume 54A - Multimodality, Meaning, and Institutions","978-1-78743-330-4","978-1-78743-329-8","Markus A. Höllerer, Thibault Daudigeos, Dennis Jancsary","2017","","Section 1: Pushing Forward the Multimodal Agenda in Organization Studies;Section 2: Methodological Advances in Multimodal Research;Section 3: Multimodality and The Institutionalization of Innovations","Research in the Sociology of Organizations","0733-558X","Professor Michael Lounsbury","HR, Learning & Organization Studies,","0140-9174","HR, Learning & Organization Studies,"
"Operations, Logistics & Quality","https://www.emeraldinsight.com/doi/book/10.1108/s1746-9791%282012%298","Volume 8 - Experiencing and Managing Emotions in the Workplace","978-1-78052-676-8","978-1-78052-677-5","Neal M. Ashkanasy, Charmine E.J. Härtel, Wilfred J. Zerbe","2012","","Section 1: The Experience of Emotion;Section 2: The Dynamics of Emotion;Section 3: Regulating Emotion;Section 4: The Emotionally Intelligent Organization","Research on Emotion in Organizations","1746-9791","Neal M. Ashkanasy, Wilfred J. Zerbe and Charmine E. J. Härtel","Business, Management & Strategy","2444-8451","Business, Management & Strategy"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s0895-9935201422","Volume 22 - The Many Faces of Populism: Current Perspectives","978-1-78350-258-5","978-1-78350-257-8","Dwayne Woods, Barbara Wejnert","2014","","","Research in Political Sociology","0895-9935","Professor Manas Chatterji","Sociology,","2050-8824","Sociology,"
"Transport","https://www.emeraldinsight.com/doi/book/10.1108/9780585474601","Transportation and Traffic Theory in the 21st Century: Proceedings of the 15th International Symposium on Transportation and Traffic Theory, Adelaide, Australia, 16-18 July 2002","978-0-08-043926-6","978-0-585-47460-1","Michael A. P. Taylor","2002","This volume contains the formal proceedings of the 15th International Symposium on Transportation and Traffic Theory (ISTTT), which was held at the University of South Australia in Adelaide, Australia on 16-18 July 2002. The ISTTT series is the peak gathering for the world's transportation and traffic theorists.","","Transport and Sustainability","2044-9941","Stephen Ison, Maria Attard and Jon Shaw","Transport,","1750-6220","Transport,"
"Transport","https://www.emeraldinsight.com/doi/book/10.1108/9781781902882","Transport Survey Methods: Best Practice for Decision Making: Best Practice for Decision Making","978-1-78190-287-5","978-1-78190-288-2","Johanna Zmud, Martin Lee-Gosselin, Marcela Munizaga, Juan Antonio Carrasco","2013","This book compiles the critical thinking on priority topics in contemporary transport policy and planning contexts. The contributed papers cover two key themes related to types of decision-making of importance to the development of data collection on both passenger travel and freight movements: the first theme, Selecting the Right Survey Method, acknowledges the fact that transport survey methods are evolving to meet both changing uses of transport survey data and the challenges of conducting surveys within contemporary society. The second theme, Supporting Transport Planning and Policy, recognizes that the demands on transportation data programs to support decision-making for transport planning and policy making clearly have evolved.","PART I. SETTING THE CONTEXT;PART II. FOCUS ON IMPROVED METHODS: THEMES 1 TO 5;THEME 1: MAINSTREAMING MOBILITY-AWARE AND ON-LINE TECHNOLOGIES;THEME 2: IMPROVING RESPONDENT INTERFACES;THEME 3: COMPARING SURVEY MODES AND METHODS;THEME 4: FACING UP TO SAMPLE ATTRITION IN LONGITUDINAL SURVEYS;THEME 5: UNDERSTANDING THE SOCIAL CONTEXT OF DATA COLLECTION;PART III: FOCUS ON NEW METHODS AND DATA SOURCES: THEMES 6 TO 8;THEME 6: NEW CHALLENGES IN DEALING WITH TIME: ENVIRONMENTAL PEAKS AND PLANNING HORIZONS;THEME 7: NEW PERSPECTIVES ON OBSERVING CHOICE PROCESSES: PSYCHOLOGICAL FACTORS;THEME 8: NEW TYPES OF DATA STREAMS: OPPORTUNITIES AND CHALLENGES","Transport and Sustainability","2044-9941","Stephen Ison, Maria Attard and Jon Shaw","Transport,","1750-6220","Transport,"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s1569-3767201415","Volume 15 - Emerging Market Firms in the Global Economy","978-1-78441-066-7","978-1-78441-065-0","Chinmay Pattnaik, Vikas Kumar","2014","","Part I: An Overview;Part II: Internationalization;Part III: Corporate Strategy;Part IV: Corporate Governance","International Finance Review","1569-3767","Professor J. Jay Choi","Accounting, Finance & Economics","2044-1398","Accounting, Finance & Economics"
"Business, Management & Strategy","https://www.emeraldinsight.com/doi/book/10.1016/s1529-2096%282003%295","Volume 5 - Spiritual Intelligence at Work: Meaning, Metaphor, and Morals","978-0-7623-1067-8","978-1-84950-245-0","Moses L. Pava, Patrick Primeaux","2003","","","Research in Ethical Issues in Organizations","1529-2096","Michael Schwartz and Howard Harris","HR, Learning & Organization Studies","2045-4457","HR, Learning & Organization Studies"
"Public Policy & Environmental Management","https://www.emeraldinsight.com/doi/book/10.1108/s1572-8323%282009%299","Volume 9 - Crisis, Complexity and Conflict","978-1-84855-204-3","978-1-84855-205-0","Iwan J. Azis","2009","","","Contributions to Conflict Management, Peace Economics and Development","1572-8323","Professor Manas Chatterji","Public Policy & Environmental Management,","0007-070X","Public Policy & Environmental Management,"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/doi/book/10.1108/s0897-3016201422","Volume 22 - Research in Organizational Change and Development","978-1-78350-311-7","978-1-78350-312-4","Abraham B. (Rami) Shani, Debra A. Noumair","2014","","","Research in Organizational Change and Development","0897-3016","Richard Woodman, Professor William Pasmore, Abraham B. (Rami) Shani","HR, Learning & Organization Studies","0048-3486","HR, Learning & Organization Studies"
"Education","https://www.emeraldinsight.com/loi/jme","Journal for Multicultural Education","978-1-78441-132-9","978-1-78441-131-2","Alison Taysum, Stephen Rayner","2014","","","International Perspectives on Higher Education Research","1479-3628","Professor Malcolm Tight","Education","2053-535X","Education"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1016/s0731-2199%282005%2916","Volume 16 - Substance Use: Individual Behaviour, Social Interactions, Markets and Politics","978-0-7623-1233-7","978-1-84950-361-7","Björn Lindgren, Michael Grossman","2005","","Part I: Individual Behaviour;Part II: Social Interactions;Part III: Markets;Part IV: Politics","Advances in Health Economics and Health Services Research","0731-2199","Prof. Michael Grossman, Prof. Bjorn Lindgren, Prof. Robert Kaestner, Prof. Kristian Bolin","Health & Social Care","1086-7376","Health & Social Care"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1016/s0743-4154%282005%2923_part_2","Volume 23 Part 2 - Documents from F. Taylor Ostrander","978-0-7623-1165-1","978-1-84950-317-4","Warren J. Samuels","2005","","","Research in the History of Economic Thought and Methodology","0743-4154","Professor Luca Fiorito, Scott Scheall and Carlos Eduardo Suprinyak","Sociology","2044-1398","Sociology"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s1059-4337201670","Volume 70 - Studies in Law, Politics, and Society","978-1-78635-076-3","978-1-78635-075-6","Austin Sarat","2016","","","Studies in Law, Politics and Society","1059-4337","Professor Austin Sarat","Sociology","1871-2673","Sociology"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/loi/tijoa","The International Journal of Organizational Analysis","978-1-78714-562-7","978-1-78714-561-0","Patrick Flanagan, Patrick Primeaux, William Ferguson","2018","An exciting vision of what we can aspire to when sustainability is integrated within strategic practices across enterprise functions, systems, supply chains, and cities. The book will enable decision makers to recognize a new era of innovative value creation.","Section I A Dynamic Performance Frontier – Beyond Sustainability;Section II Building Shared Understanding;Section III Assessing the Current Reality (As Is);Section IV Brainstorming Actions to Close the Gap (To Be);Section V Prioritization – Action;Appendices","Research in Ethical Issues in Organizations","1529-2096","Michael Schwartz and Howard Harris","HR, Learning & Organization Studies","1055-3185","HR, Learning & Organization Studies"
"Transport","https://www.emeraldinsight.com/doi/book/10.1108/9780080518015","Structural Road Accident Models: The International DRAG Family","978-0-08-043061-4","978-0-08-051801-5","Marc Gaudry, Sylvain Lassarre","2000","DRAG (from un modele de la Demande Routiere, des Accidents et leur Gravite) is a complex computer model that simulates accident propensities under detailed conditions. Under Gaudry's guidance, a family of DRAG-inspired models has grown up, based on their development for different countries and this book explores each national model in turn. As more countries seek to adopt the DRAG approach, this book serves as a timely, unique and valuable guide to the model.","","Transport and Sustainability","2044-9941","Stephen Ison, Maria Attard and Jon Shaw","Transport,","1750-6220","Transport,"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s1571-0386%282004%2914","Volume 14 - Economic Complexity","978-0-444-51433-2","978-1-84950-811-7","William A. Barnett, Christophe Deissenberger, Gustav Feichtinger","2004","","","International Symposia in Economic Theory and Econometrics","1571-0386","Professor William Barnett","Business, Management & Strategy","2044-1398","Business, Management & Strategy"
"Public Policy & Environmental Management","https://www.emeraldinsight.com/doi/book/10.1016/s0161-7230%282001%2919","Volume 19 - Marx's Capital and Capitalism; Markets in a Socialist Alternative","978-0-7623-0838-5","978-1-84950-133-0","Paul Zarembka","2001","","","Research in Political Economy","0161-7230","Professor Paul Zarembka","Public Policy & Environmental Management","1477-7835","Public Policy & Environmental Management"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1016/s1059-4337%282005%2935","Volume 35 - Studies in Law, Politics and Society","978-0-7623-1179-8","978-1-84950-327-3","Lisa E. Cohen, M. Diane Burton, Michael Lounsbury","2005","","","Studies in Law, Politics and Society","1059-4337","Professor Austin Sarat","Sociology","1871-2673","Sociology"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1016/s1569-3732%282001%296","Volume 6 - Advances in Financial Economics","978-0-7623-0713-5","978-1-84950-074-6","Ataur Belal, Stuart Cooper","2001","","","Advances in Financial Economics","1569-3732","Professor Kose John, Professor Anil Makhija, Professor Stephen P. Ferris","Accounting, Finance & Economics","0951-3574","Accounting, Finance & Economics"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1016/s0278-0984%282000%299","Volume 9 - Industrial Organization","978-0-7623-0687-9","978-1-84950-064-7","Michael R. Baye","2000","","","Advances in Applied Microeconomics","0278-0984","Professor Michael Baye, Professor John Maxwell","Information & Knowledge Management","0263-5577","Information & Knowledge Management"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/9781787437081","Twenty-First Century Celebrity: Fame In Digital Culture","978-1-78754-212-9","978-1-78743-708-1","Kristian Berg Harpviken","2018","David Giles examines digital culture's impact on established celebrities from traditional media while charting the rise of new forms of celebrity such as vloggers and influencers, offering novel insights on topics such as parasocial relationships, micro-celebrity, memes and celetoids.","Part I: Celebrity in Theory and Research;Part II: The Twenty-First Century and the Digital Imperative;Part III: New Forms of Celebrity;Part IV: The Future of Celebrity","Society Now","0195-6310","Dr Fredrik Engelstad","Sociology","1871-2673","Sociology"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/doi/book/10.1016/s0742-7301%282006%2925","Volume 25 - Research in Personnel and Human Resources Management","978-0-7623-1327-3","978-1-84950-426-3","Joseph J. Martocchio","2006","","","Research in Personnel and Human Resources Management","0742-7301","M. Ronald Buckley, Jonathon R. B. Halbesleben, Anthony R. Wheeler","HR, Learning & Organization Studies","0048-3486","HR, Learning & Organization Studies"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1016/s0190-1281%282003%2922","Volume 22 - Anthropological Perspectives on Economic Development and Integration","978-0-7623-1071-5","978-1-84950-249-8","Norbert Dannhaeuser, Cynthia Werner","2003","","","Research in Economic Anthropology","0190-1281","Dr. Donald Wood","Sociology","1757-0972","Sociology"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s0275-4959201735","Volume 35 - Health and Health Care Concerns Among Women and Racial and Ethnic Minorities","978-1-78743-150-8","978-1-78743-149-2","Jennie Jacobs Kronenfeld","2017","","Part I Introduction to Volume;Part II Women and Reproductive Related Health and Health Care Concerns;Part III Health Care Practitioners and Health and Health Care;Part IV Racial and Ethnic Minorities and Health and Health Care","Research in the Sociology of Health Care","0275-4959","Professor Ted I. K. Youn.","Sociology,","1754-2413","Sociology,"
